author,Hauptgenre_Avg,GenreWechsel_Avg,Differenz,Wechsel_besser,total_books,switch_books,main_genre_books,main_genre
Judith Butler,4.136666666666667,4.11,-0.026666666666666394,False,4,1,3,Philosophy
Judith Stacy,3.7199999999999998,3.745,0.025000000000000355,True,4,2,2,Romance
Jules Bennett,3.6533333333333338,3.52,-0.13333333333333375,False,5,2,3,Romance
Jules Verne,3.705,3.4699999999999998,-0.23500000000000032,False,4,2,2,Adventure
Julia Alvarez,3.626666666666667,3.685,0.058333333333333126,True,5,2,3,Fiction
Julian Barnes,3.565,3.936666666666666,0.37166666666666615,True,5,3,2,Fiction
Julie Elizabeth Leto,3.495,3.3575,-0.13750000000000018,False,6,4,2,Romance
Julie Kagawa,4.123333333333334,4.12,-0.0033333333333338544,False,5,2,3,Fantasy
Julie Leto,3.5075000000000003,3.52,0.012499999999999734,True,5,1,4,Romance
Juliet Sharman-Burke,3.9025,3.83,-0.07249999999999979,False,5,1,4,Occult
Julio Cortã¡Zar,4.023333333333333,3.61,-0.41333333333333355,False,4,1,3,Short Stories
K.A. Tucker,3.915,4.195,0.28000000000000025,True,4,2,2,Fantasy
Kaffe Fassett,4.08,4.18,0.09999999999999964,True,6,1,5,Crafts
Karen   White,3.9933333333333336,4.2,0.20666666666666655,True,4,1,3,Fiction
Karen Foley,3.8266666666666667,3.63,-0.19666666666666677,False,7,1,6,Romance
Karen Hamaker-Zondag,4.175000000000001,3.75,-0.4250000000000007,False,9,1,8,Esoterica
Karen Harper,3.8833333333333333,3.766666666666667,-0.11666666666666625,False,6,3,3,Amish
Karen Kingsbury,4.3275,4.31,-0.01750000000000007,False,17,1,16,Christian Fiction
Karen Marie Moning,4.201666666666667,4.2299999999999995,0.028333333333332433,True,11,5,6,Romance
Karen Robards,3.815,3.85,0.03500000000000014,True,5,1,4,Romance
Karen Traviss,4.1125,3.97,-0.14249999999999963,False,5,1,4,Science Fiction
Karen Whiddon,3.5825,3.795,0.2124999999999999,True,6,2,4,Romance
Karina Halle,4.181111111111111,3.95,-0.23111111111111082,False,10,1,9,Fantasy
Karis Walsh,3.76,3.915,0.15500000000000025,True,5,2,3,LGBT
Karl Kerã©Nyi,4.245,4.220000000000001,-0.024999999999999467,False,4,2,2,Fantasy
Karl Shuker,4.145,4.296666666666667,0.15166666666666728,True,5,3,2,Pseudoscience
"Karma Wilson,Jane Chapman",4.136666666666667,4.23,0.09333333333333371,True,4,1,3,Childrens
Kasey Michaels,3.714,3.7199999999999998,0.005999999999999783,True,12,2,10,Romance
Kate Carlisle,3.926666666666667,3.65,-0.2766666666666673,False,6,3,3,Mystery
Kate Christie,3.8466666666666662,4.03,0.18333333333333401,True,4,1,3,LGBT
Kate Hewitt,3.39,3.2980000000000005,-0.09199999999999964,False,9,5,4,Romance
Kate Hoffmann,3.713846153846154,3.983333333333333,0.26948717948717915,True,16,3,13,Romance
Kate O'Brien,3.895,3.83,-0.06499999999999995,False,4,2,2,Fiction
Kate Walker,3.2225,3.2225,0.0,False,8,4,4,Category Romance
Kate West,4.075,3.915,-0.16000000000000014,False,4,2,2,Witchcraft
Katherine Garbera,3.3969230769230765,3.39,-0.006923076923076366,False,17,4,13,Romance
Kathleen Norris,3.9875,3.42,-0.5674999999999999,False,5,1,4,Nonfiction
Kathleen O'Reilly,3.1533333333333338,3.51,0.356666666666666,True,4,1,3,Romance
Kathryn Hockett,3.4499999999999997,3.36,-0.08999999999999986,False,4,1,3,Romance
Kathryn Lasky,4.29,3.6525,-0.6375000000000002,False,9,4,5,Fantasy
Kathryn Springer,4.1866666666666665,4.26,0.07333333333333325,True,4,1,3,Category Romance
Kathy Hoopmann,4.359999999999999,3.6633333333333336,-0.6966666666666659,False,5,3,2,Nonfiction
Katie Reus,3.811666666666667,3.73,-0.081666666666667,False,7,1,6,Romance
Kay Hooper,3.6300000000000003,3.9499999999999997,0.3199999999999994,True,6,3,3,Romance
Keith  Baker,3.885,3.77,-0.11499999999999977,False,5,1,4,Childrens
Keith Devlin,3.85,3.35,-0.5,False,4,1,3,Science
Keith Laumer,3.685,3.46,-0.2250000000000001,False,8,2,6,Science Fiction
Keith R.A. Decandido,3.903333333333333,3.645,-0.25833333333333286,False,5,2,3,Media Tie In
Kelley Armstrong,4.098181818181818,4.0725,-0.025681818181817917,False,15,4,11,Fantasy
Kelly Eileen Hake,3.9933333333333336,4.25,0.2566666666666664,True,4,1,3,Christian Fiction
Kelly Hunter,3.6525,3.72,0.06750000000000034,True,5,1,4,Romance
Kelly Jamieson,3.83,3.8200000000000003,-0.009999999999999787,False,5,3,2,Erotica
Kenji Siratori,3.125,4.085,0.96,True,4,2,2,Fiction
"Kenneth Robeson,Lester Dent",3.688,3.844,0.1559999999999997,True,10,5,5,Adventure
Keri Arthur,4.112857142857143,4.02,-0.09285714285714342,False,8,1,7,Fantasy
Kerrelyn Sparks,4.140000000000001,4.22,0.07999999999999918,True,5,1,4,Romance
Kerry Greenwood,3.9233333333333333,3.59,-0.3333333333333335,False,7,1,6,Mystery
Kevin J. Anderson,3.92,3.8200000000000003,-0.09999999999999964,False,5,3,2,Science Fiction
Kevin Leman,3.8666666666666667,3.9400000000000004,0.0733333333333337,True,5,2,3,Parenting
Kevin Phillips,3.85,3.77,-0.08000000000000007,False,4,1,3,History
Khushwant Singh,3.5300000000000002,3.755,0.22499999999999964,True,4,2,2,Fiction
Kim Barnouin,3.563333333333333,3.615,0.051666666666667194,True,5,2,3,Food and Drink
Kim Dare,3.665,3.7,0.03500000000000014,True,9,1,8,Erotica
Kim Fielding,3.78,3.955,0.17500000000000027,True,7,2,5,Romance
Kim Newman,3.776666666666667,3.99,0.21333333333333337,True,5,2,3,Horror
Kim Vogel Sawyer,4.061999999999999,4.03,-0.03199999999999914,False,6,1,5,Christian Fiction
Kimberly Derting,3.986666666666667,3.72,-0.2666666666666666,False,4,1,3,Young Adult
Kimberly Lang,3.59,3.545,-0.04499999999999993,False,5,2,3,Romance
Kira Sinclair,3.7600000000000002,3.7,-0.06000000000000005,False,6,2,4,Romance
Kit Rocha,4.04,4.25,0.20999999999999996,True,4,1,3,Adult Fiction
Kresley Cole,4.2225,4.13,-0.09250000000000025,False,5,1,4,Romance
"Krishna-Dwaipayana Vyasa,Bibek Debroy",4.4175,4.49,0.07249999999999979,True,5,1,4,Classics
Krista Mcgee,3.955,3.92,-0.03500000000000014,False,4,2,2,Young Adult
Kristen Ashley,4.4,4.23,-0.16999999999999993,False,4,2,2,Romance
Kristi Gold,3.755,3.6799999999999997,-0.07500000000000018,False,4,2,2,Romance
Kristin Hardy,3.4866666666666664,3.375,-0.11166666666666636,False,5,2,3,Harlequin
Krystyna Siesicka,3.283333333333333,3.19,-0.09333333333333327,False,4,1,3,European Literature
Kwame Nkrumah,4.345,4.32,-0.024999999999999467,False,8,6,2,Politics
L. Neil Smith,3.5300000000000002,3.1,-0.43000000000000016,False,6,2,4,Science Fiction
L. Sprague De Camp,3.6799999999999997,3.5766666666666667,-0.10333333333333306,False,6,3,3,Fantasy
L.E. Modesitt Jr.,4.175000000000001,3.67,-0.5050000000000008,False,5,1,4,Fantasy
Larissa Ione,4.345,4.0,-0.34499999999999975,False,6,2,4,Romance
"Larry Niven,Jerry Pournelle",3.99,3.635,-0.3550000000000004,False,4,2,2,Science Fiction
Laura     Scott,4.073333333333333,4.029999999999999,-0.04333333333333389,False,5,2,3,Love Inspired
Lauraine Snelling,4.06,4.14,0.08000000000000007,True,18,10,8,Christian Fiction
Laurann Dohner,4.2411111111111115,4.22,-0.021111111111111747,False,12,3,9,Fantasy
Lauren Dane,4.013333333333333,4.2,0.18666666666666742,True,7,1,6,Romance
Lauren Oliver,3.8666666666666667,3.6166666666666667,-0.25,False,6,3,3,Young Adult
Laurie Alice Eakes,3.73,4.13,0.3999999999999999,True,4,2,2,Historical
Lavie Tidhar,3.58,3.58,0.0,False,4,2,2,Fantasy
Lawana Blackwell,4.135,4.07,-0.0649999999999995,False,4,2,2,Historical
Lawrence Block,3.96,4.12,0.16000000000000014,True,11,1,10,Mystery
Lawrence Durrell,4.116,3.93,-0.1859999999999995,False,6,1,5,Fiction
Lee Gutkind,4.14,3.785,-0.35499999999999954,False,4,2,2,Nonfiction
"Lemony Snicket,Brett Helquist",3.99,4.03,0.040000000000000036,True,4,1,3,Fiction
Lenora Worth,3.874,4.1275,0.2535000000000003,True,14,4,10,Category Romance
Leo Tolstoy,3.9599999999999995,3.818,-0.14199999999999946,False,8,5,3,Classics
Leon L. Morris,3.785,3.7,-0.08499999999999996,False,6,2,4,Reference
Leonard Cohen,4.22,3.61,-0.6099999999999999,False,5,1,4,Poetry
Lewis Carroll,3.915,3.896666666666667,-0.01833333333333309,False,5,3,2,Poetry
Lilith Saintcrow,3.85,3.5733333333333337,-0.2766666666666664,False,6,3,3,Fantasy
Lin Carter,3.442222222222222,3.465,0.022777777777777786,True,11,2,9,Fantasy
Linda Cajio,3.473333333333333,3.4766666666666666,0.0033333333333334103,True,9,3,6,Romance
Linda Castillo,4.06,3.58,-0.47999999999999954,False,4,1,3,Mystery
Linda Ford,3.92,3.926666666666667,0.006666666666667265,True,7,3,4,Category Romance
Linda Goodnight,4.081111111111111,3.9133333333333336,-0.1677777777777778,False,12,3,9,Category Romance
Linda Lael Miller,4.105555555555556,4.05,-0.055555555555556246,False,10,1,9,Romance
Linda S. Godfrey,3.9800000000000004,4.035,0.054999999999999716,True,4,2,2,Pseudoscience
Lindsay Armstrong,3.2266666666666666,3.07,-0.15666666666666673,False,4,1,3,Romance
Linwood Barclay,4.016666666666667,3.855,-0.16166666666666663,False,5,2,3,Thriller
Lippincott Williams & Wilkins,4.01,4.125,0.11500000000000021,True,4,2,2,Health
Lisa Jewell,3.7099999999999995,3.87,0.1600000000000006,True,4,1,3,Womens Fiction
Lisa Mcmann,3.7649999999999997,4.1850000000000005,0.4200000000000008,True,4,2,2,Young Adult
Lisa Renee Jones,3.8200000000000003,4.1274999999999995,0.3074999999999992,True,7,4,3,Romance
Lisa Scottoline,3.6933333333333334,3.75,0.05666666666666664,True,4,1,3,Mystery
Lisa Tawn Bergren,3.99,4.09,0.09999999999999964,True,6,2,4,Historical
Livia Kohn,4.126666666666666,4.39,0.26333333333333364,True,5,2,3,Religion
Liz Adair,3.7133333333333334,3.42,-0.29333333333333345,False,4,1,3,Mystery
Liz Curtis Higgs,4.265000000000001,4.1,-0.16500000000000092,False,4,2,2,Christian
Liza Donnelly,3.545,3.35,-0.19499999999999984,False,5,3,2,Animals
Lizzie Lynn Lee,3.49,3.473333333333333,-0.01666666666666705,False,5,3,2,Romance
Llewellyn Publications,4.2683333333333335,3.85,-0.41833333333333345,False,7,1,6,Religion
Lois Lowry,3.84,3.8200000000000003,-0.019999999999999574,False,6,2,4,Young Adult
Lois Richer,3.811666666666667,4.06,0.24833333333333263,True,9,3,6,Category Romance
Lois T. Henderson,3.895,3.8333333333333335,-0.061666666666666536,False,5,3,2,Fiction
Lora Leigh,4.045,4.066666666666666,0.0216666666666665,True,10,6,4,Romance
Loree Lough,3.7266666666666666,3.57,-0.15666666666666673,False,4,1,3,Category Romance
Lorelei James,4.282,4.1,-0.18200000000000038,False,7,2,5,Romance
Loreth Anne White,3.8875,3.9,0.012499999999999734,True,5,1,4,Romance
Lori Copeland,3.8600000000000003,3.6225,-0.23750000000000027,False,6,4,2,Romance
"Lori Copeland,Virginia Smith",4.033333333333334,3.81,-0.22333333333333405,False,4,1,3,Amish
Lori Wilde,3.816923076923077,3.893333333333333,0.07641025641025623,True,16,3,13,Romance
Louise Cooper,4.083333333333333,3.06,-1.023333333333333,False,4,1,3,Fantasy
Louise Erdrich,3.9225,3.9766666666666666,0.054166666666666696,True,7,3,4,Fiction
Lucian Blaga,4.37,4.66,0.29000000000000004,True,4,1,3,Philosophy
Lucy Gillen,2.625,3.033333333333333,0.4083333333333332,True,5,3,2,Category Romance
Lucy Monroe,3.577142857142857,3.71,0.132857142857143,True,9,2,7,Category Romance
Lydia Davis,3.9500000000000006,3.66,-0.2900000000000005,False,4,1,3,Short Stories
Lyn Cote,4.0200000000000005,4.0200000000000005,0.0,False,5,3,2,Category Romance
Lyn Gala,3.3866666666666667,4.04,0.6533333333333333,True,5,2,3,Romance
Lynette Eason,4.291666666666667,4.21,-0.081666666666667,False,7,1,6,Christian Fiction
Lynn Austin,4.26,4.41,0.15000000000000036,True,4,1,3,Historical
Lynn Cullen,3.6633333333333336,3.76,0.09666666666666623,True,4,1,3,Historical
Lynn Gardner,4.058,3.99,-0.06799999999999962,False,6,1,5,Lds
Lynn Hagen,3.92972972972973,3.805,-0.12472972972972984,False,41,4,37,Romance
Lynn Kurland,4.04,4.126666666666666,0.086666666666666,True,6,3,3,Fantasy
Lynn Raye Harris,3.662,3.53,-0.13200000000000012,False,8,3,5,Category Romance
Lynn Viehl,4.0649999999999995,3.755,-0.3099999999999996,False,4,2,2,Romance
Lynne Graham,3.590377358490566,3.62,0.029622641509434278,True,55,2,53,Category Romance
Lynsay Sands,4.075,4.24,0.16500000000000004,True,10,2,8,Romance
M. John Harrison,3.8499999999999996,3.705,-0.14499999999999957,False,4,2,2,Fantasy
M.J. Abadie,3.7800000000000002,3.885,0.10499999999999954,True,4,2,2,Occult
M.J. Rose,3.7,3.73,0.029999999999999805,True,4,2,2,Mystery
M.M. Kaye,3.9166666666666665,4.13,0.21333333333333337,True,6,3,3,Mystery
Maarten 'T Hart,3.6100000000000003,3.595,-0.015000000000000124,False,4,2,2,Fiction
Madeleine E. Robins,3.2099999999999995,3.6399999999999997,0.43000000000000016,True,5,2,3,Romance
Madeleine L'Engle,4.16,4.079999999999999,-0.08000000000000096,False,5,3,2,Fantasy
Maggi Mccormick Gordon,4.09,3.5,-0.5899999999999999,False,4,1,3,Crafts
Maggie Cox,3.196,3.3,0.10399999999999965,True,7,2,5,Romance
Maisey Yates,3.621,3.5966666666666662,-0.024333333333333762,False,13,3,10,Romance
Mantak Chia,4.325,4.04,-0.28500000000000014,False,6,2,4,Religion
Manuel Puig,3.5949999999999998,3.7800000000000002,0.1850000000000005,True,4,2,2,Fiction
Marc Brown,3.942857142857143,4.015000000000001,0.07214285714285751,True,16,2,14,Childrens
Marc Gascoigne,3.495,3.5149999999999997,0.019999999999999574,True,4,2,2,Fantasy
Margaret Atwood,3.728,3.8533333333333335,0.1253333333333333,True,8,3,5,Fiction
Margaret Daley,4.1475,4.07,-0.07749999999999968,False,13,9,4,Romance
Margaret Hubert,3.92,3.9699999999999998,0.04999999999999982,True,10,2,8,Crafts
Margaret Pargeter,3.0454545454545454,3.14,0.09454545454545471,True,16,5,11,Category Romance
Margaret Peterson Haddix,4.145,3.8425,-0.30249999999999977,False,8,4,4,Science Fiction
Margaret Way,3.6,3.48,-0.1200000000000001,False,4,1,3,Romance
Marge Piercy,4.279999999999999,3.8633333333333333,-0.4166666666666661,False,5,3,2,Poetry
"Marguerite Henry,Wesley Dennis",4.1975,4.154999999999999,-0.042500000000000426,False,6,2,4,Animals
Mari Mancusi,4.15,3.7649999999999997,-0.3850000000000007,False,4,2,2,Paranormal
Marie Ferrarella,3.689166666666667,4.01,0.32083333333333286,True,13,1,12,Romance
Marie Sexton,3.9,4.09,0.18999999999999995,True,4,1,3,Romance
Marilyn Harris,3.9433333333333334,3.81,-0.1333333333333333,False,4,1,3,Romance
Marion Lennox,3.6916666666666664,4.17,0.4783333333333335,True,7,1,6,Romance
Marissa Moss,3.9466666666666668,3.84,-0.10666666666666691,False,4,1,3,Childrens
Mark Doty,4.216666666666667,4.21,-0.006666666666666821,False,4,1,3,Poetry
Mark Monmonier,3.5233333333333334,3.2875,-0.23583333333333334,False,7,4,3,Science
Marta Perry,3.9785714285714286,4.07,0.09142857142857164,True,14,7,7,Category Romance
Marten Toonder,4.04,4.051333333333333,0.011333333333332973,True,24,15,9,Sequential Art
Martha Stewart,3.9250000000000003,3.8885714285714283,-0.03642857142857192,False,13,7,6,Food and Drink
Martha Wells,4.013333333333334,3.93,-0.08333333333333348,False,4,1,3,Fantasy
Martin  Walker,4.0600000000000005,3.875,-0.1850000000000005,False,4,2,2,Mystery
Martin Cruz Smith,3.89,3.605,-0.28500000000000014,False,4,2,2,Fiction
Martin Gardner,4.033333333333333,3.99,-0.043333333333333,False,5,2,3,Science
Martin Lings,4.41,4.13,-0.28000000000000025,False,5,1,4,Religion
Martin Middlebrook,4.195,4.19,-0.004999999999999893,False,5,1,4,History
Mary  Stewart,3.83,4.025,0.19500000000000028,True,5,2,3,Mystery
Mary Burton,3.766666666666667,4.13,0.36333333333333284,True,4,1,3,Romance
Mary Connealy,4.2375,4.09,-0.14749999999999996,False,5,1,4,Christian Fiction
Mary Ellen Edmunds,4.165,4.14,-0.025000000000000355,False,7,1,6,Christianity
Mary Kay Andrews,3.8366666666666664,3.81,-0.026666666666666394,False,4,1,3,Womens Fiction
"Mary Pope Osborne,Salvatore Murdocca",4.031666666666666,4.068333333333333,0.03666666666666707,True,12,6,6,Childrens
Mary Wine,3.995,3.48,-0.5150000000000001,False,6,4,2,Romance
Mary Wollstonecraft,3.21,3.62,0.41000000000000014,True,4,2,2,Classics
Maryjanice Davidson,3.81,3.75,-0.06000000000000005,False,5,2,3,Fantasy
Mason Winfield,3.935,3.2649999999999997,-0.6700000000000004,False,4,2,2,Horror
Matt Novak,3.953333333333333,3.8049999999999997,-0.14833333333333343,False,5,2,3,Childrens
Matt Wagner,3.76,3.42,-0.33999999999999986,False,4,1,3,Sequential Art
Matthew Hughes,3.7625,3.995,0.23249999999999993,True,6,2,4,Science Fiction
Matthew Reilly,4.117142857142857,4.02,-0.09714285714285786,False,8,1,7,Thriller
Matthew Wood,4.57,4.425000000000001,-0.14499999999999957,False,4,2,2,Plants
Maureen Child,3.664705882352941,3.624,-0.040705882352940925,False,22,5,17,Romance
Max Allan Collins,3.8757142857142854,3.703333333333333,-0.1723809523809523,False,10,3,7,Mystery
Maya Angelou,4.24375,4.215,-0.028750000000000497,False,14,6,8,Nonfiction
Maå‚Gorzata Musierowicz,3.652142857142857,3.61,-0.04214285714285726,False,15,1,14,European Literature
Meg Cabot,3.7979999999999996,3.84,0.04200000000000026,True,6,1,5,Young Adult
Melanie Milburne,3.463,3.2649999999999997,-0.1980000000000004,False,12,2,10,Category Romance
Melissa Mayhue,3.99,4.029999999999999,0.03999999999999915,True,4,2,2,Science Fiction
Melissa Pearl,4.005,4.065,0.0600000000000005,True,4,2,2,Science Fiction
Melissa Scott,3.75,3.856666666666667,0.10666666666666691,True,6,3,3,Science Fiction
Meljean Brook,4.0825,3.9633333333333334,-0.1191666666666662,False,7,3,4,Romance
Melody Carlson,3.8733333333333335,3.98,0.10666666666666647,True,10,7,3,Holiday
Merline Lovelace,3.5549999999999997,3.49,-0.0649999999999995,False,6,2,4,Romance
Michael               Green,3.785,3.835,0.04999999999999982,True,4,2,2,Christianity
Michael   Freeman,3.9725,4.5,0.5274999999999999,True,5,1,4,Art
Michael   Lewis,3.94,3.85,-0.08999999999999986,False,4,1,3,Nonfiction
Michael   Shea,3.8725,3.34,-0.5325000000000002,False,5,1,4,Fantasy
Michael Chabon,3.5766666666666667,3.5866666666666664,0.009999999999999787,True,6,3,3,Fiction
Michael Connelly,4.2025,3.76,-0.4424999999999999,False,5,1,4,Mystery
Michael Jecks,4.07125,4.096666666666667,0.025416666666666643,True,11,3,8,Mystery
Michael Moorcock,3.8699999999999997,3.88,0.010000000000000231,True,10,1,9,Fantasy
Michael Morpurgo,3.89,3.9619999999999997,0.07199999999999962,True,9,5,4,Childrens
Michael Palin,3.91,3.49,-0.41999999999999993,False,4,1,3,Travel
Michael Pearce,3.6799999999999997,3.74,0.0600000000000005,True,4,1,3,Mystery
Michael Ruhlman,4.07,4.145,0.07499999999999929,True,4,2,2,Food and Drink
Michael S. Horton,4.029999999999999,3.99,-0.03999999999999915,False,6,1,5,Religion
Michael Swanwick,3.8625,3.65,-0.2124999999999999,False,5,1,4,Fantasy
"Michael Teitelbaum,Klavins / Walker",3.6133333333333333,3.68,0.06666666666666687,True,4,1,3,Transport
Michele Hauf,3.8200000000000003,3.73,-0.0900000000000003,False,7,1,6,Fantasy
Michele Scott,3.6833333333333336,3.95,0.2666666666666666,True,4,1,3,Mystery
Michelle Celmer,3.582,3.5149999999999997,-0.06700000000000017,False,12,2,10,Romance
Michelle M. Pillow,3.9840000000000004,4.109999999999999,0.125999999999999,True,7,2,5,Romance
Michelle Madow,3.575,3.6849999999999996,0.10999999999999943,True,4,2,2,Young Adult
Michelle Rowen,4.02,3.97,-0.04999999999999938,False,5,2,3,Paranormal
Miguel De Cervantes Saavedra,3.375,4.115,0.7400000000000002,True,4,2,2,European Literature
Mike  Mcgrath,3.9633333333333334,4.11,0.14666666666666694,True,4,1,3,Computer Science
Mike Ashley,3.59,3.68,0.0900000000000003,True,5,1,4,Fantasy
Mike Mignola,4.218333333333333,3.26,-0.958333333333333,False,7,1,6,Sequential Art
Mike Resnick,3.6316666666666664,3.54,-0.09166666666666634,False,8,2,6,Science Fiction
"Milk Morinaga,Æ£®Æ°¸ Ã¿Ã‚‹Ã",4.206666666666667,4.0,-0.206666666666667,False,4,1,3,Sequential Art
Mina Carter,3.81,3.76,-0.050000000000000266,False,4,2,2,Science Fiction
Mira Grant,3.96,3.68,-0.2799999999999998,False,6,1,5,Horror
Miranda Lee,3.4185714285714286,3.31625,-0.10232142857142845,False,15,8,7,Category Romance
Miriam Toews,3.615,4.14,0.5249999999999995,True,5,1,4,Fiction
Mitsumasa Anno,4.016666666666667,4.1499999999999995,0.13333333333333286,True,6,3,3,Childrens
Mona Hodgson,3.92,3.8833333333333333,-0.036666666666666625,False,6,3,3,Historical
Murray N. Rothbard,4.283333333333333,4.5,0.21666666666666679,True,4,1,3,Economics
Murray Pura,4.2475000000000005,3.8899999999999997,-0.3575000000000008,False,6,2,4,Amish
Nadine Gordimer,3.595,3.7249999999999996,0.12999999999999945,True,8,2,6,Fiction
Nalini Singh,4.132,4.296666666666667,0.16466666666666718,True,8,3,5,Romance
Nancy Farmer,3.8633333333333333,3.91,0.046666666666666856,True,6,3,3,Fantasy
Nancy Zieman,4.142,4.37,0.22799999999999976,True,6,1,5,Crafts
Naomi Ragen,3.776666666666667,3.8333333333333335,0.05666666666666664,True,6,3,3,Fiction
Natalie Anderson,3.56,3.42,-0.14000000000000012,False,5,1,4,Romance
National Geographic Kids,4.2775,3.925,-0.35250000000000004,False,6,2,4,Nonfiction
National Geographic Society,4.293333333333334,4.076666666666666,-0.21666666666666767,False,12,9,3,Reference
"Nawal El Saadawi,Sherif Hetata",3.79,3.6100000000000003,-0.17999999999999972,False,4,2,2,Feminism
Neal A. Maxwell,4.52,4.441666666666666,-0.07833333333333314,False,11,6,5,Religion
Neal D. Barnard,4.013333333333333,4.8,0.7866666666666671,True,4,1,3,Health
Neal Shusterman,3.9600000000000004,4.133333333333334,0.17333333333333334,True,6,3,3,Fantasy
Neil Gaiman,4.036,4.65,0.6140000000000008,True,6,1,5,Fantasy
Nevil Shute,3.9833333333333334,3.95,-0.033333333333333215,False,10,1,9,Fiction
Ngå©Gä© Wa Thiong'O,3.8800000000000003,4.013333333333334,0.1333333333333333,True,6,3,3,Cultural
Nh. Dini,3.5766666666666667,3.63,0.05333333333333323,True,8,5,3,Fiction
Nick Arnold,4.061999999999999,3.27,-0.7919999999999994,False,6,1,5,Science
Nick Bruel,4.155,4.245,0.08999999999999986,True,4,2,2,Childrens
Nick Kyme,3.5833333333333335,3.83,0.2466666666666666,True,7,4,3,Science Fiction
Nick Redfern,3.6199999999999997,3.778,0.15800000000000036,True,8,5,3,Fantasy
Nigel Pennick,3.905,3.87,-0.0349999999999997,False,4,2,2,Occult
Nigel Tranter,4.12125,4.025,-0.0962499999999995,False,10,2,8,Historical
Nikki Mccoy,3.63,3.57,-0.06000000000000005,False,5,1,4,Romance
Noam Chomsky,3.7800000000000002,3.942,0.16199999999999992,True,12,5,7,Humanities
Norman Bridwell,4.2,4.1,-0.10000000000000053,False,5,2,3,Childrens
Norman Friedman,4.59,4.49,-0.09999999999999964,False,5,3,2,Military
Norman Mailer,3.5233333333333334,3.8075,0.2841666666666667,True,10,4,6,Fiction
Norman Vincent Peale,4.116666666666666,4.11,-0.0066666666666659324,False,4,1,3,Self Help
Not A Book,3.86,4.003333333333333,0.1433333333333331,True,6,3,3,Occult
Olen Steinhauer,3.9333333333333336,3.825,-0.10833333333333339,False,5,2,3,Fiction
Olivia Cunning,4.194,3.8699999999999997,-0.3240000000000003,False,8,3,5,Romance
Olivia Gates,3.7783333333333338,3.8,0.021666666666666057,True,7,1,6,Romance
Olivier Dunrea,3.9966666666666666,4.08,0.08333333333333348,True,4,1,3,Childrens
Oscar Wilde,4.042,3.912,-0.1299999999999999,False,15,5,10,Classics
Osho,4.32,4.268571428571429,-0.0514285714285716,False,13,7,6,Buddhism
Oxford University Press,4.204285714285715,4.33,0.12571428571428545,True,8,1,7,Reference
"P.C. Cast,Kristin Cast",4.093333333333334,3.95,-0.14333333333333353,False,5,2,3,Paranormal
"P.L. Travers,Mary Shepard",4.07,3.87,-0.20000000000000018,False,4,2,2,Classics
P.N. Elrod,4.0475,3.94,-0.10750000000000037,False,5,1,4,Paranormal
Parragon Books,3.956666666666667,3.89,-0.06666666666666687,False,4,1,3,Food and Drink
Pat Conroy,4.195,4.0,-0.19500000000000028,False,4,2,2,Fiction
Patricia Highsmith,3.755,3.81,0.05500000000000016,True,4,2,2,Fiction
Patricia J. Telesco,3.69,3.735,0.04499999999999993,True,9,2,7,Religion
Patricia Maclachlan,3.95,3.9557142857142855,0.005714285714285339,True,12,7,5,Historical
Patrick Califia-Rice,3.9699999999999998,3.795,-0.17499999999999982,False,4,2,2,Adult Fiction
Patrick Mcdonnell,4.47,4.196666666666666,-0.27333333333333343,False,11,3,8,Sequential Art
Patrick Robinson,3.9633333333333334,3.9450000000000003,-0.01833333333333309,False,5,2,3,Fiction
Patrick White,3.7960000000000003,3.445,-0.3510000000000004,False,7,2,5,Fiction
Paul    Jackson,3.5666666666666664,4.155,0.5883333333333338,True,7,4,3,Crafts
Paul  Johnson,3.665,4.02,0.35499999999999954,True,4,2,2,Biography
Paul Bowles,3.736666666666667,3.866666666666667,0.13000000000000034,True,6,3,3,Fiction
Paul Doherty,4.102941176470588,3.9450000000000003,-0.15794117647058759,False,19,2,17,Mystery
Paul Fussell,4.073333333333333,3.893333333333333,-0.18000000000000016,False,6,3,3,History
Paul G. Bahn,3.89,4.156666666666666,0.26666666666666616,True,6,3,3,History
Paul Magrs,3.473333333333333,4.24,0.766666666666667,True,4,1,3,Media Tie In
Paul S. Kemp,4.16,3.925,-0.23500000000000032,False,4,2,2,Dungeons and Dragons
"Paul Sloane,Des Machale",3.55,3.7466666666666666,0.19666666666666677,True,5,3,2,Mathematics
Paul Strathern,3.415,3.675,0.2599999999999998,True,4,2,2,Philosophy
Paul Theroux,3.44125,3.8777777777777778,0.4365277777777776,True,17,9,8,Fiction
Paul Verhaeghe,4.0,3.91,-0.08999999999999986,False,4,1,3,Psychology
"Paula Danziger,Tony Ross",3.966666666666667,3.94,-0.02666666666666684,False,4,1,3,Childrens
Paula Harrison,4.2700000000000005,4.285,0.01499999999999968,True,5,2,3,Fantasy
Pavel Kohout,4.119999999999999,3.6950000000000003,-0.42499999999999893,False,4,2,2,European Literature
Pedro Calderã³N De La Barca,3.815,3.415,-0.3999999999999999,False,4,2,2,Plays
"Peggy Parish,Lynn Sweat",4.2,4.28,0.08000000000000007,True,5,1,4,Childrens
Pema Chã¶Drã¶N,4.287,4.2,-0.08699999999999974,False,11,1,10,Religion
Penny Jordan,3.2954545454545454,3.291333333333333,-0.004121212121212192,False,26,15,11,Category Romance
